Customer_ID,Age,Annual_Income,Monthly_Spending,Purchase_Frequency,Avg_Order_Value,Days_Since_Last_Purchase,Total_Items_Purchased,Returns_Count,Satisfaction_Score,Tenure_Months,Discount_Usage,Website_Visits,Email_Opens,Mobile_App_Usage,Social_Media_Engagement,Referral_Count,Loyalty_Points,Avg_Session_Length,Cart_Abandonment,Review_Count,Payment_Method
564,60,84626,1552,12,78,89,61,0,2,43,16,81,44,22,6,1,16,18,2,0,Card
565,54,21960,1926,15,306,176,120,3,4,52,10,30,41,34,8,0,116,35,13,12,UPI
566,29,50772,1793,41,445,18,446,5,1,33,7,73,49,38,11,7,1545,52,6,12,Card
567,20,36520,233,39,221,115,374,6,3,40,19,6,3,14,6,8,3151,43,7,15,NetBanking
568,18,64481,1047,2,51,168,351,9,2,32,2,89,7,23,13,9,2693,37,12,8,Card
569,50,51408,172,29,462,145,52,6,2,5,11,19,23,27,14,5,4089,19,10,9,Cash
570,57,109006,498,41,181,143,220,9,1,17,19,80,10,15,14,1,1276,53,12,5,Card
571,27,72134,1528,10,274,106,465,1,1,8,15,85,16,15,5,5,3240,24,5,4,UPI
572,60,35491,2725,2,273,15,209,3,5,57,13,66,49,39,13,8,4942,56,3,1,Card
573,61,16341,229,11,28,63,307,4,3,42,15,10,20,38,1,2,3788,34,5,10,Card
574,46,59623,1911,13,484,167,355,0,1,34,16,16,25,5,7,8,371,22,12,8,Card
575,30,105327,2101,10,158,13,249,0,2,9,10,37,42,1,12,1,2807,4,10,5,Card
576,29,15338,365,14,499,81,124,9,2,56,16,79,47,12,5,4,155,57,0,7,Cash
577,48,86431,1660,18,29,32,35,2,4,23,18,77,43,8,4,1,2661,10,12,8,NetBanking
578,63,27254,2085,9,233,137,416,9,1,35,0,77,44,33,4,6,464,2,9,8,UPI
579,19,66860,892,39,292,40,308,2,5,50,11,32,26,16,0,9,4878,8,7,7,UPI
580,68,26344,2400,28,343,148,86,7,3,7,14,47,15,26,8,8,4899,33,0,11,Card
581,67,16750,2969,3,67,82,421,8,5,15,17,72,25,28,5,6,4315,59,14,7,NetBanking
582,52,69756,1412,20,455,77,146,0,2,53,13,43,32,36,19,4,1773,38,4,2,Card
583,40,82957,263,6,130,76,29,1,5,54,0,82,30,21,6,3,116,43,1,12,Cash
584,34,73053,194,27,172,172,449,9,2,20,12,36,47,23,8,3,2103,59,14,18,NetBanking
585,43,85855,1905,2,142,38,220,1,2,50,14,26,46,6,4,9,1374,28,5,1,NetBanking
586,25,30896,2980,29,424,71,249,3,2,25,6,10,5,33,13,7,3203,10,8,16,NetBanking
587,46,70761,1233,38,376,48,48,1,2,3,14,31,43,11,4,9,4403,45,4,15,NetBanking
588,43,77552,2483,3,121,18,444,6,2,55,19,97,7,22,7,9,3546,1,3,3,Card
589,27,92454,921,16,260,144,277,8,4,46,9,29,6,14,6,9,3977,34,13,17,Cash
590,43,105600,337,30,340,39,216,6,5,24,13,5,33,32,12,9,4317,3,1,13,NetBanking
591,51,42935,2528,40,210,89,488,5,4,34,5,77,43,12,12,9,1196,9,11,1,UPI
592,68,52641,2630,2,236,62,448,9,4,46,13,1,13,22,7,0,3411,5,2,12,UPI
593,58,44711,2060,17,70,141,471,0,1,22,11,87,15,37,10,4,796,42,5,19,Cash
594,24,85342,1148,41,311,109,276,9,1,11,10,3,42,31,17,1,3892,10,7,16,UPI
595,21,27182,1776,12,100,81,163,8,1,48,19,67,8,34,18,8,150,12,13,14,Card
596,67,102833,2629,35,402,134,51,4,3,8,18,71,9,0,5,6,3249,18,7,19,Card
597,62,71276,1063,43,107,77,420,4,1,39,1,35,16,4,1,9,111,58,4,4,Cash
598,28,34541,636,1,213,90,20,5,5,43,19,15,11,12,12,7,682,21,4,6,NetBanking
599,46,109457,1703,45,123,14,303,8,4,35,0,67,5,4,10,5,1161,21,9,17,UPI
600,53,97310,2079,15,290,95,107,7,5,49,7,93,18,31,0,8,2379,1,13,10,UPI
601,42,59813,227,26,115,54,436,7,1,46,13,30,42,20,1,5,4988,3,12,17,Cash
602,38,52198,191,37,442,132,284,7,3,38,8,82,40,23,16,6,160,5,2,4,Cash
603,53,23820,642,21,398,39,457,0,3,8,1,75,28,17,7,6,1425,25,14,12,UPI
604,27,39070,945,49,217,72,399,0,4,54,4,43,5,20,1,8,3661,58,6,17,NetBanking
605,54,84768,1781,31,20,25,439,7,5,37,7,60,24,9,5,7,277,49,14,1,Cash
606,26,26122,1951,25,426,77,381,4,2,27,15,40,23,23,4,0,3391,8,12,19,Card
607,41,95559,2594,23,397,160,239,8,5,28,15,65,24,39,15,3,1556,17,5,3,UPI
608,52,88543,489,24,186,166,378,1,1,40,12,29,15,20,7,6,4592,9,14,12,Cash
609,66,98441,2819,38,145,120,435,8,2,34,19,74,15,24,18,7,1915,32,0,15,Cash
610,52,56786,1984,28,332,53,229,7,3,32,14,92,5,22,15,6,4750,6,3,5,Cash
611,65,109934,142,21,100,156,74,8,4,15,0,95,36,21,12,2,3107,49,5,7,UPI
612,53,114804,353,43,437,131,364,3,4,44,2,19,20,3,19,3,302,40,10,15,Card
613,35,21737,1183,18,270,150,241,0,3,17,5,3,3,33,6,6,4533,21,5,12,Card
614,66,51062,2810,36,188,96,337,0,1,33,13,36,33,5,15,7,2773,7,10,3,UPI
615,56,69237,2614,35,496,166,452,4,3,47,3,43,27,27,15,6,4281,7,13,1,Cash
616,49,66571,2434,45,92,72,61,1,1,46,17,15,37,30,11,5,3245,47,14,8,UPI
617,41,40510,1640,9,160,62,383,7,2,52,14,97,40,34,13,8,4768,39,11,17,UPI
618,40,34426,2053,38,89,6,440,9,3,54,8,41,27,38,17,8,1000,54,11,16,Cash
619,49,52265,2925,30,281,32,385,4,1,16,17,90,16,22,17,6,3834,27,2,7,UPI
620,54,32850,2492,44,359,99,272,4,2,29,2,80,13,5,15,7,4006,8,5,14,NetBanking
621,29,81150,741,34,327,138,276,1,3,9,9,36,6,15,19,5,4778,9,11,8,Card
622,66,102312,2529,32,264,131,368,6,4,33,16,97,21,1,15,0,1718,28,9,16,NetBanking
623,30,104613,789,3,22,76,326,7,3,49,6,84,0,23,12,0,3830,15,5,1,NetBanking
624,40,89910,1376,3,356,177,333,9,5,29,14,77,28,16,8,5,3181,2,11,5,NetBanking
625,42,67375,2050,28,82,59,418,0,3,13,0,33,30,0,8,1,2882,7,8,4,UPI
626,52,50435,1179,44,68,31,405,1,5,21,10,5,29,5,12,7,998,47,8,16,Cash
627,58,111443,1586,15,95,93,163,9,2,58,16,78,14,4,3,0,284,18,1,1,UPI
628,47,72132,556,41,387,69,367,3,3,21,4,91,17,28,8,1,420,22,3,17,Card
629,34,93945,1082,23,194,52,375,4,2,5,6,87,34,11,14,7,2160,50,8,9,UPI
630,66,97050,2230,40,128,89,149,1,2,10,18,14,49,38,13,5,3065,10,14,9,UPI
631,37,110402,1222,11,202,127,436,0,1,6,14,68,29,2,18,9,2275,54,13,5,UPI
632,65,17983,248,48,211,169,60,8,2,56,2,83,33,0,11,1,1494,50,12,11,UPI
633,42,112241,1452,32,84,31,126,0,2,51,14,47,41,26,5,1,3884,33,3,16,NetBanking
634,39,35662,1279,36,356,84,430,3,3,57,4,54,10,23,2,6,4623,7,7,12,Cash
635,30,38510,289,33,470,127,55,1,3,13,11,4,26,18,19,4,2543,3,9,19,Card
636,36,93187,982,24,493,150,318,3,4,1,19,94,23,7,15,4,4126,14,11,15,Card
637,66,55998,2410,39,290,132,97,7,1,20,4,83,34,1,19,7,4257,44,2,9,Card
638,53,71846,499,34,119,13,217,7,2,57,2,95,38,29,16,6,1841,46,2,1,UPI
639,29,109071,2911,28,51,45,386,8,1,47,8,95,7,29,15,8,4800,36,8,1,Card
640,58,21640,708,37,371,127,278,4,5,46,8,9,17,38,5,3,721,13,10,6,NetBanking
641,36,59547,1895,7,147,170,98,6,2,8,6,53,12,31,7,9,1401,16,9,5,Cash
642,29,69620,1738,4,471,114,390,2,1,10,1,77,44,0,18,3,445,16,7,0,UPI
643,26,30317,1675,37,421,177,127,9,4,9,15,78,23,37,1,1,2791,54,0,11,UPI
644,24,22564,2932,1,388,20,63,3,4,49,8,60,22,12,13,2,4522,5,9,12,NetBanking
645,45,42345,2248,1,358,81,450,9,2,41,12,46,11,10,11,0,3767,52,13,11,Card
646,31,109223,1482,47,62,164,125,8,5,3,18,54,48,9,16,0,2551,25,1,18,UPI
647,48,94273,1503,20,391,129,127,9,4,11,19,74,29,25,14,6,1967,38,2,8,UPI
648,69,89859,919,19,438,143,269,9,4,12,16,95,30,19,17,4,3888,38,13,9,NetBanking
649,36,95765,919,29,97,17,84,0,5,10,5,37,27,16,15,2,4816,50,10,16,NetBanking
650,64,89038,519,10,333,152,489,1,1,25,3,23,21,16,12,6,2731,38,1,17,Card
651,33,67393,223,18,308,58,314,4,4,49,0,27,43,3,16,1,2629,39,2,7,Cash
652,22,81081,521,28,289,72,16,2,3,49,17,70,27,4,7,2,1964,56,7,6,Cash
653,52,117650,1608,35,181,109,375,1,4,25,18,90,12,22,0,0,1057,56,10,8,Card
654,29,44430,1697,43,208,23,131,0,1,11,8,66,24,9,2,7,4831,48,10,9,Cash
655,42,90532,867,47,266,174,20,9,1,54,12,61,43,27,15,1,757,41,11,11,NetBanking
656,69,42788,2144,31,407,72,357,2,2,36,7,77,45,32,1,6,1795,26,13,14,NetBanking
657,38,110505,2630,27,235,8,447,0,3,39,12,51,6,25,14,8,1643,59,5,14,NetBanking
658,53,63543,2666,11,334,59,498,0,1,53,14,50,44,28,0,5,4849,13,14,3,Cash
659,40,28919,2302,49,432,111,224,0,5,26,10,19,5,26,8,1,23,44,13,3,Cash
660,33,84346,2239,49,358,13,438,7,3,14,11,1,23,17,15,1,1239,51,6,0,UPI
661,56,111122,1649,38,409,167,288,2,3,39,13,40,18,39,3,8,4150,26,9,11,UPI
662,62,54974,2602,5,396,156,37,0,5,56,3,32,18,9,11,9,3097,55,14,1,UPI
663,59,31371,1864,8,452,16,244,6,4,40,0,22,35,4,0,7,1304,55,14,14,Cash
664,56,60084,2144,34,187,119,376,9,5,1,3,93,8,9,0,8,2542,1,12,16,UPI
665,31,44629,2745,48,358,2,322,2,5,56,18,66,47,20,6,3,3712,8,9,6,NetBanking
666,48,66184,609,12,212,145,35,7,4,54,8,40,35,23,17,3,3955,4,5,5,Cash
667,22,76916,1306,38,472,30,418,3,4,4,9,38,37,37,14,1,4529,21,0,11,Card
668,52,88972,485,1,302,103,63,3,4,30,3,48,39,2,12,9,4303,22,10,18,Cash
669,40,77187,1697,31,355,13,38,4,4,12,19,55,28,39,15,0,4228,51,2,0,UPI
670,46,27984,2552,4,409,96,476,5,4,56,8,75,23,30,6,9,1305,53,12,13,Cash
671,60,48039,2393,49,32,94,362,6,5,35,12,81,47,36,15,3,4464,58,0,3,UPI
672,28,100431,841,45,259,82,173,3,2,13,11,55,4,1,12,9,3174,37,11,4,UPI
673,35,98691,2808,5,339,13,279,7,2,52,10,51,41,1,13,9,3628,49,14,0,Card
674,64,73606,2797,30,465,171,343,5,1,31,11,60,44,38,16,7,781,3,9,0,Card
675,29,25616,2011,24,166,94,44,0,2,38,17,8,25,33,11,1,566,19,11,5,NetBanking
676,26,117665,1546,3,223,149,295,0,2,43,11,86,13,19,19,7,4622,1,8,4,UPI
677,27,65072,1000,11,99,112,357,8,5,23,15,68,38,32,12,0,4132,29,12,1,Cash
678,61,39574,2212,45,398,55,282,9,4,4,4,75,28,3,19,0,4273,23,8,4,Card
679,34,18430,2360,4,62,81,460,5,4,52,19,72,5,10,14,3,638,33,4,8,Card
680,55,27676,2109,26,477,168,217,9,5,16,11,9,6,4,3,6,3700,55,3,18,UPI
681,24,25816,341,27,108,116,247,7,2,7,10,90,36,24,1,8,4167,52,11,14,Cash
682,63,47733,2640,46,167,143,423,6,5,22,8,2,17,36,17,4,2399,41,8,12,Card
683,30,100680,2485,43,114,108,102,5,1,29,17,80,22,33,1,1,2670,23,8,11,Card
684,57,17050,2120,27,471,53,182,3,4,11,2,95,43,8,14,6,1172,5,14,4,Cash
685,59,48933,272,42,447,128,88,6,3,56,19,70,37,5,18,1,1720,7,2,1,Card
686,26,39951,771,6,170,158,119,8,1,33,16,85,0,17,14,8,104,57,4,3,Cash
687,67,47413,263,15,21,161,226,9,1,58,13,90,3,13,19,8,1682,58,2,17,UPI
688,44,49801,564,30,395,57,444,9,5,29,0,59,43,18,9,2,4316,6,9,9,Card
689,19,70619,596,42,41,52,367,6,2,59,16,19,46,13,19,7,1849,49,1,12,UPI
690,22,47913,799,37,390,137,115,0,4,39,7,28,34,39,10,3,862,22,0,11,Cash
691,46,55600,2542,37,332,111,56,9,3,12,4,72,22,16,9,2,3445,49,11,1,UPI
692,54,72775,802,42,347,1,190,8,1,7,4,14,26,34,4,0,2565,13,9,14,UPI
693,55,105816,2040,37,26,44,73,3,3,59,8,24,25,28,8,4,298,12,1,13,UPI
694,36,105093,2455,35,225,75,255,2,2,55,2,44,7,16,19,3,2908,4,7,9,NetBanking
695,25,50400,1891,23,459,98,253,3,2,39,18,56,42,7,18,0,4137,8,10,7,Cash
696,65,19494,282,6,394,9,431,3,3,42,8,90,15,0,12,9,770,37,7,14,Cash
697,62,95688,728,4,470,32,329,9,4,48,17,95,40,35,17,7,2539,31,2,12,Cash
698,18,104431,2657,18,133,15,96,1,2,26,15,51,2,6,16,7,1462,37,6,7,Cash
699,39,89691,1831,9,291,140,226,0,3,40,0,32,31,4,5,7,3854,45,6,13,Cash
700,69,112419,645,49,102,136,499,9,1,9,1,50,4,23,9,2,3118,26,1,0,Card
701,34,58001,1687,29,198,72,16,0,3,41,13,41,19,27,1,5,2132,43,8,12,Card
702,24,82364,723,13,229,155,287,7,3,34,13,66,13,16,5,6,1709,8,2,7,Card
703,42,60028,693,47,483,12,346,1,5,45,0,25,31,36,12,8,990,40,1,17,UPI
704,62,112659,843,17,347,65,219,9,2,13,15,61,25,19,17,4,710,33,11,8,UPI
705,21,52573,1868,45,143,107,178,4,4,55,14,66,46,2,6,8,4304,45,2,12,Cash
706,53,15806,1559,32,132,42,339,3,4,55,14,42,5,36,1,5,38,29,1,2,NetBanking
707,23,71638,2048,48,31,115,147,7,5,36,11,65,35,25,13,9,1275,5,14,17,Cash
708,48,44757,2701,22,145,139,450,1,4,25,15,36,39,14,4,9,4857,28,7,9,Card
709,36,49636,2168,4,72,103,400,9,3,24,13,76,4,7,17,9,1436,53,4,4,Cash
710,61,95097,2701,5,350,171,390,8,5,44,14,9,12,12,10,3,2993,40,2,5,UPI
711,56,63280,2544,37,408,95,315,6,1,17,14,36,31,2,9,0,1469,17,4,7,Cash
712,44,39262,2772,41,302,17,239,6,2,2,18,92,15,0,10,0,2099,55,10,6,Card
713,27,95435,204,49,159,160,484,0,2,13,7,38,0,8,1,9,373,23,10,17,Cash
714,43,77211,2339,13,420,85,317,1,2,31,1,33,12,30,14,4,4251,45,7,13,UPI
715,36,69842,116,34,409,168,170,3,3,29,1,42,10,25,6,2,4025,9,6,14,NetBanking
716,56,71979,492,45,116,151,10,3,1,50,9,61,7,16,8,4,1113,2,5,9,Card
717,20,96470,524,22,24,56,245,2,5,28,2,46,24,33,4,4,2726,32,13,11,Cash
718,62,53197,2276,23,76,134,446,6,5,27,16,86,39,8,6,0,2398,51,12,6,UPI
719,30,56844,671,3,431,86,197,7,2,15,7,89,31,12,19,7,3234,52,0,6,Card
720,67,79754,2176,42,353,178,427,1,1,31,3,61,23,4,1,4,1265,49,9,10,Card
721,45,116868,1220,34,88,102,13,3,1,40,13,18,27,12,2,4,3123,31,0,12,UPI
722,37,49157,341,32,137,165,410,2,1,15,9,70,13,0,1,8,653,7,0,14,Cash
723,45,92129,2379,45,395,54,141,1,4,33,0,82,44,24,18,7,4158,30,13,17,Cash
724,25,55042,888,49,78,177,436,5,4,20,3,80,2,3,3,0,508,58,9,6,Cash
725,58,76665,814,21,52,115,227,3,2,42,0,15,35,35,19,2,2339,3,13,5,Card
726,56,97856,858,46,337,139,269,5,1,12,16,48,26,9,6,6,3162,51,7,10,NetBanking
727,18,42376,2949,44,69,88,10,1,1,37,16,72,19,27,6,0,1687,51,7,7,Card
728,20,70554,875,21,387,49,80,3,5,9,6,13,46,5,16,0,1388,56,13,19,Cash
729,30,29199,2873,44,38,149,487,5,5,23,19,43,14,26,18,4,2197,9,6,0,Card
730,45,96412,2347,11,233,115,187,4,2,8,14,60,26,11,15,8,3911,10,5,7,NetBanking
731,66,65948,178,39,216,63,466,2,1,32,12,57,44,2,2,5,2928,46,3,7,Card
732,42,88781,955,4,398,104,198,7,2,48,1,71,40,32,14,9,4799,50,0,18,UPI
733,50,87750,2614,1,469,83,300,6,5,14,18,17,27,9,13,1,515,58,14,2,Cash
734,55,81262,2728,28,497,103,17,2,5,27,12,50,24,30,14,8,3658,47,14,4,Cash
735,23,61600,1539,24,66,156,262,5,4,25,10,32,41,14,13,5,1833,26,8,2,Cash
736,61,91898,2596,35,186,17,417,3,2,13,14,22,43,6,6,4,29,1,14,14,Card
737,62,77483,2234,13,471,6,476,4,2,55,9,55,45,35,2,4,3214,30,0,13,Card
738,49,33297,2248,47,308,147,301,4,1,21,8,57,32,13,16,2,325,57,3,14,Card
739,62,45448,1131,34,160,28,443,6,1,45,8,13,45,13,9,5,3766,38,2,16,Cash
740,64,41172,944,11,103,38,253,4,4,31,19,47,13,2,14,3,4111,15,6,17,Card
741,38,57874,186,36,201,119,132,2,3,37,0,87,7,2,5,9,110,25,4,1,Cash
742,33,22657,2190,17,410,37,308,9,3,48,16,62,47,21,16,1,106,6,4,11,Card
743,38,99386,507,35,98,115,292,4,3,58,11,54,13,18,16,2,2426,18,3,15,Cash
744,28,40425,2811,18,234,68,41,6,2,43,9,29,0,34,13,8,4378,1,0,3,UPI
745,54,41685,1768,40,33,177,343,4,2,54,4,22,15,11,17,8,4364,56,4,1,Card
746,53,39578,247,22,234,43,386,4,5,5,17,65,17,4,4,5,2531,3,3,13,Cash
747,52,43831,2424,24,422,164,155,8,2,13,14,29,6,9,7,9,3144,17,13,10,UPI
748,36,22906,331,19,147,58,165,2,2,28,5,48,14,32,6,9,4693,48,9,12,UPI
749,37,76413,2050,37,329,13,422,5,2,43,6,5,23,12,3,8,798,8,12,6,NetBanking
750,35,69028,465,39,496,52,25,0,4,25,16,35,48,34,17,3,2437,49,7,9,Card
751,64,22287,1774,21,267,58,364,9,2,51,5,74,12,31,4,4,2011,40,1,0,Cash
752,58,48660,535,8,423,32,56,4,1,35,7,83,8,10,15,9,425,17,7,3,NetBanking
753,66,90758,498,28,48,105,260,7,1,47,11,71,14,37,13,5,3044,25,0,17,Card
754,31,75504,1334,5,299,83,196,4,5,39,13,46,34,23,18,8,3288,41,12,5,UPI
755,32,74720,1514,17,357,99,40,8,4,7,11,35,23,34,13,4,2914,12,3,1,Card
756,48,117979,2646,37,338,104,269,5,1,38,9,45,32,18,8,7,1239,29,2,2,Cash
757,18,49701,2687,36,221,28,430,7,4,32,19,13,15,5,5,0,3391,25,4,13,UPI
758,20,98300,662,19,380,129,26,9,4,3,14,10,7,39,16,4,4213,51,12,7,NetBanking
759,33,32674,2589,27,76,170,48,7,5,45,6,66,28,34,18,9,3997,36,4,15,Card
760,40,98560,1384,34,411,48,313,2,4,39,8,70,22,3,11,0,3006,53,4,18,Card
761,28,38874,872,11,237,40,439,6,2,37,9,72,44,32,3,9,3039,54,11,17,NetBanking
762,29,58642,2497,45,81,97,483,6,4,55,9,25,30,12,15,5,598,25,3,5,Card
763,27,112820,2137,47,176,114,441,9,5,50,15,44,39,35,10,6,2087,29,7,13,Card
764,49,80160,2667,12,221,132,48,5,5,22,6,60,48,18,3,4,1184,11,2,2,Card
765,33,32602,1443,21,36,166,498,6,5,8,4,47,13,11,16,0,2750,4,11,15,UPI
766,25,118320,2285,11,341,155,141,1,1,17,2,40,29,10,7,5,2584,14,3,0,UPI
767,55,103801,1673,39,25,137,39,8,2,52,17,7,38,5,13,9,4759,46,0,11,Cash
768,29,40931,1091,28,77,111,167,9,1,27,10,46,26,11,1,4,3513,38,6,13,Card
769,41,109377,2515,5,344,144,287,9,3,33,14,23,46,26,10,5,4745,17,0,18,Cash
770,45,44192,1346,17,431,76,212,0,2,46,19,83,15,24,10,9,4054,2,14,18,UPI
771,25,61542,459,20,337,31,75,0,4,17,4,46,5,2,5,6,4383,8,1,8,Card
772,45,57520,1020,41,188,119,117,2,5,42,11,86,32,2,13,6,3936,36,10,6,Cash
773,53,79772,2476,46,472,142,277,2,3,12,3,13,43,19,9,1,1699,10,6,13,Card
774,43,73762,2610,12,101,25,231,0,2,48,14,21,17,27,7,2,4507,7,0,4,Card
775,25,65106,1062,6,493,34,301,6,1,46,8,1,15,22,6,5,2575,36,10,17,NetBanking
776,67,96121,1927,17,487,67,27,3,5,27,6,19,11,2,7,2,135,16,2,8,Cash
777,45,40559,2983,19,444,152,99,9,1,48,9,60,19,23,7,1,2025,14,12,6,UPI
778,45,48742,1713,26,452,118,190,1,2,8,12,33,44,39,1,3,3535,16,5,8,Cash
779,54,84669,1740,48,238,73,264,9,2,23,7,4,39,5,15,4,4854,25,5,3,Cash
780,58,95199,2316,44,196,26,464,4,3,42,11,3,28,19,8,9,2890,41,5,16,Cash
781,53,36754,316,44,223,148,262,5,4,49,18,91,29,10,12,8,2757,4,10,11,NetBanking
782,44,18972,477,32,90,104,266,8,1,59,0,52,25,31,11,2,3773,29,12,5,Card
783,34,85831,218,6,406,10,392,3,3,29,15,99,21,26,16,2,380,56,1,17,UPI
784,26,56873,289,36,285,67,451,1,5,50,16,28,32,20,1,5,1528,6,1,7,NetBanking
785,50,109661,2914,38,117,152,355,4,4,20,17,70,38,12,12,4,4901,1,5,14,UPI
786,37,24903,469,11,364,5,96,2,3,16,10,70,46,21,0,5,4571,39,9,2,NetBanking
787,30,18020,1901,33,310,27,99,1,1,17,17,55,28,34,18,6,3628,1,4,1,Card
788,45,56755,2296,24,227,113,246,0,2,16,6,57,21,21,10,2,848,51,13,8,UPI
789,65,100956,751,23,21,15,399,9,5,19,17,87,44,27,4,4,4992,40,6,7,Cash
790,46,101988,1982,15,143,163,79,1,1,56,7,97,12,20,0,7,4127,57,6,3,NetBanking
791,30,60648,1611,27,299,105,53,5,4,56,5,16,8,17,19,3,1927,3,4,1,UPI
792,63,118537,869,11,93,44,209,7,4,8,6,24,23,30,12,9,2165,1,7,13,Card
793,52,24516,2521,17,185,26,161,2,2,38,9,69,14,36,7,1,4286,1,9,1,UPI
794,23,17396,880,14,41,175,95,8,2,38,10,41,35,20,5,3,2121,39,5,1,NetBanking
795,35,99082,1816,27,173,162,28,8,5,53,12,77,12,13,16,1,4718,21,14,6,Card
796,68,34129,2307,18,446,95,110,1,5,29,8,47,26,24,11,2,2918,45,4,11,Cash
797,22,16591,2498,28,458,178,411,7,2,41,6,76,43,26,0,3,4681,30,3,5,NetBanking
798,64,26303,1411,47,314,84,104,9,2,36,8,69,36,39,2,3,472,32,6,17,NetBanking
799,42,45561,1349,47,238,140,263,4,4,26,12,31,6,22,13,9,1787,33,3,3,Card
800,19,86719,622,4,176,132,366,3,2,31,2,92,7,30,7,8,113,48,4,18,NetBanking
801,27,107108,621,7,249,87,39,9,3,44,2,92,36,28,10,9,1336,22,4,12,UPI
802,47,114616,882,45,39,176,258,4,1,12,0,30,40,29,13,5,338,30,0,19,Cash
803,67,101231,2420,35,494,112,435,3,2,55,19,18,13,25,7,8,2285,54,14,1,UPI
804,62,22314,1035,48,60,129,42,7,5,17,1,44,11,19,2,3,1196,46,0,7,Card
805,22,34623,2330,9,457,89,467,3,3,15,2,27,35,37,6,8,78,4,2,18,NetBanking
806,50,82675,1788,8,167,66,238,9,5,9,14,99,39,18,18,8,4559,23,14,8,Cash
807,18,111826,587,45,127,158,21,5,3,39,5,26,16,26,3,5,2652,55,13,3,Card
808,35,80082,1950,17,422,131,127,1,2,42,12,60,39,24,15,4,4657,44,10,15,UPI
809,49,98624,945,17,103,122,359,4,1,48,0,18,28,39,12,2,4380,25,2,18,NetBanking
810,64,48130,2271,49,386,149,164,5,5,12,19,97,26,37,19,4,4318,12,1,9,NetBanking
811,66,66756,2937,33,341,84,432,4,3,32,18,89,0,22,18,2,2640,17,11,5,Card
812,28,112624,2561,32,433,177,402,1,4,25,0,56,33,28,4,4,1256,53,1,15,UPI
813,38,41292,2103,8,328,116,255,6,2,39,1,31,3,14,4,4,827,15,5,9,NetBanking
814,43,101206,1848,19,309,116,414,3,1,18,14,59,23,2,19,1,2718,10,12,12,UPI
815,42,84274,785,38,425,38,341,7,2,15,13,2,20,9,3,8,4923,35,0,8,Cash
816,39,17469,2260,3,342,143,256,6,4,32,18,97,32,14,1,6,2810,55,5,6,NetBanking
817,44,68947,2269,5,153,110,38,6,1,6,10,39,6,15,12,5,3385,52,4,3,Cash
818,66,37534,1667,13,226,46,170,8,4,58,14,61,0,16,15,4,1965,52,5,18,NetBanking
819,30,78620,1345,47,302,25,244,0,2,44,5,63,40,18,1,3,2427,29,4,3,Card
820,50,63874,138,46,285,21,199,9,3,43,19,96,2,10,18,7,2841,12,6,18,NetBanking
821,51,64708,2644,31,92,121,126,5,2,52,8,18,43,4,16,1,613,1,0,18,NetBanking
822,58,89553,879,16,371,122,280,5,2,35,4,17,14,4,4,7,562,1,12,11,UPI
823,52,83344,1356,32,67,133,267,5,2,34,19,98,30,13,17,0,4826,10,2,12,UPI
824,18,64138,2296,22,345,70,189,5,5,38,1,39,15,25,17,9,4352,18,5,3,Cash
825,38,69302,2808,29,252,113,496,9,4,56,5,71,9,7,7,0,184,47,0,9,Cash
826,65,62638,2027,22,462,107,382,6,4,54,17,54,28,4,14,2,2192,2,12,6,Cash
827,23,93249,401,43,119,112,181,9,4,57,18,99,5,6,12,4,4065,49,10,4,NetBanking
828,45,17719,2385,3,78,108,447,5,5,5,8,94,28,15,12,5,245,8,10,16,NetBanking
829,34,37890,746,10,277,47,283,0,3,18,5,76,16,13,15,3,4086,22,6,17,Cash
830,22,92236,762,42,432,91,268,2,2,16,13,35,21,36,19,6,2234,22,3,10,Card
831,48,51509,2383,21,471,18,144,1,3,8,12,11,23,3,12,6,865,26,2,14,Card
832,22,57534,1859,16,84,149,180,5,5,25,10,61,16,35,19,1,2087,26,9,6,NetBanking
833,55,117302,2350,12,102,104,219,7,4,32,11,44,20,16,1,1,600,9,8,17,Card
834,20,107241,355,2,173,151,245,2,2,26,18,68,49,35,2,1,3033,21,0,5,Card
835,40,33787,697,41,492,40,431,9,1,52,18,25,10,5,14,1,2056,31,7,17,Cash
836,54,63845,761,24,285,138,430,7,1,22,18,48,6,15,18,8,2131,52,0,15,Card
837,54,72932,334,35,328,89,195,7,3,31,12,32,41,28,12,4,532,43,12,1,Card
838,27,107124,1468,30,98,61,426,4,4,43,13,84,38,35,4,7,2042,6,13,18,NetBanking
839,27,106659,2681,30,334,5,373,7,1,10,17,95,4,37,5,4,357,56,4,0,NetBanking
840,36,48062,869,47,169,122,452,5,3,56,11,4,43,36,13,4,377,14,9,10,NetBanking
841,34,90713,2688,35,454,55,104,4,5,57,3,38,47,9,3,0,2219,33,7,19,Card
842,38,102263,312,19,67,37,387,8,3,12,9,63,20,35,18,5,4488,7,5,4,Cash
843,31,110756,562,8,424,56,20,6,3,53,16,47,17,28,6,3,4797,24,6,15,UPI
844,26,75461,2583,26,398,102,77,7,3,28,3,1,34,13,3,2,3307,9,10,0,NetBanking
845,63,90418,382,49,267,93,388,0,2,6,11,3,19,3,1,5,2596,11,7,18,NetBanking
846,18,81672,1586,40,297,73,219,1,3,59,12,86,14,35,6,1,783,56,12,13,NetBanking
847,68,49832,1530,7,375,59,205,7,3,20,3,62,4,12,2,7,2379,23,5,2,Cash
